epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.026033690199255943,0.0010000000474974513,4.636638164520264,0.059907834976911545,4.3904924392700195
1,0.09341500699520111,0.0010000000474974513,4.134456634521484,0.1428571492433548,3.8583121299743652
2,0.15084226429462433,0.0010000000474974513,3.5119285583496094,0.18894009292125702,3.1901063919067383
3,0.2534456253051758,0.0010000000474974513,2.873476028442383,0.2949308753013611,2.780832052230835
4,0.33920368552207947,0.0010000000474974513,2.4617855548858643,0.33640551567077637,2.452383041381836
5,0.38744255900382996,0.0010000000474974513,2.1924002170562744,0.39170506596565247,2.274003744125366
6,0.45329248905181885,0.0010000000474974513,1.889343023300171,0.3870967626571655,2.130319833755493
7,0.5130168199539185,0.0010000000474974513,1.658133625984192,0.460829496383667,1.9842125177383423
8,0.5543644428253174,0.0010000000474974513,1.4754822254180908,0.4516128897666931,1.9399267435073853
9,0.6010719537734985,0.0010000000474974513,1.3070460557937622,0.47926267981529236,1.887312650680542
10,0.6508422493934631,0.0010000000474974513,1.119155764579773,0.4838709533214569,1.8536146879196167
11,0.7090352177619934,0.0010000000474974513,0.9657807946205139,0.48847925662994385,1.742224097251892
12,0.7373660206794739,0.0010000000474974513,0.85610032081604,0.52073734998703,1.7472590208053589
13,0.7710566520690918,0.0010000000474974513,0.7591506242752075,0.5069124698638916,1.7164762020111084
14,0.7886676788330078,0.0010000000474974513,0.671360433101654,0.557603657245636,1.6149559020996094
15,0.803981602191925,0.0010000000474974513,0.6321388483047485,0.5668202638626099,1.5989445447921753
16,0.8392036557197571,0.0010000000474974513,0.5638106465339661,0.5161290168762207,1.68222975730896
17,0.8376722931861877,0.0010000000474974513,0.529219388961792,0.5345622301101685,1.6464399099349976
18,0.8621745705604553,0.0010000000474974513,0.4473453462123871,0.5437787771224976,1.6783157587051392
19,0.888208270072937,0.0005000000237487257,0.3787768483161926,0.5898617506027222,1.621120572090149
20,0.9173047542572021,0.0005000000237487257,0.2989291250705719,0.5714285969734192,1.5912995338439941
21,0.9264931082725525,0.0005000000237487257,0.24670393764972687,0.5806451439857483,1.571665644645691
22,0.9433384537696838,0.0005000000237487257,0.22471171617507935,0.599078357219696,1.5567691326141357
23,0.947166919708252,0.0005000000237487257,0.191172793507576,0.6036866307258606,1.5886635780334473
24,0.9640122652053833,0.0005000000237487257,0.16705839335918427,0.599078357219696,1.62880277633667
25,0.9586523771286011,0.0005000000237487257,0.1541597992181778,0.6221198439598083,1.591981053352356
26,0.9655436277389526,0.0002500000118743628,0.14291417598724365,0.6221198439598083,1.6182886362075806
27,0.9640122652053833,0.0002500000118743628,0.13262325525283813,0.6082949042320251,1.6057569980621338
28,0.972434937953949,0.0002500000118743628,0.11066124588251114,0.6267281174659729,1.5814578533172607
29,0.9816232919692993,0.0001250000059371814,0.10139664262533188,0.617511510848999,1.6030420064926147
30,0.9800918698310852,0.0001250000059371814,0.10289924591779709,0.6221198439598083,1.618235468864441
31,0.9019908308982849,0.0010000000474974513,0.31529712677001953,0.5806451439857483,1.9096498489379883
32,0.8943338394165039,0.0010000000474974513,0.33850687742233276,0.5852534770965576,1.8656821250915527
33,0.8920367360115051,0.0010000000474974513,0.33392927050590515,0.5760368704795837,1.8342002630233765
34,0.9104135036468506,0.0010000000474974513,0.28001534938812256,0.5529953837394714,1.7229585647583008
35,0.9211332201957703,0.0010000000474974513,0.256455659866333,0.5944700241088867,1.7250481843948364
36,0.9441041350364685,0.0010000000474974513,0.19894570112228394,0.6036866307258606,1.7493356466293335
37,0.9410413503646851,0.0010000000474974513,0.18416160345077515,0.6313363909721375,1.7136403322219849
38,0.9387442469596863,0.0010000000474974513,0.18769806623458862,0.6129032373428345,1.6976263523101807
39,0.9433384537696838,0.0010000000474974513,0.1987212896347046,0.6129032373428345,1.9051471948623657
40,0.954823911190033,0.0010000000474974513,0.14436548948287964,0.6082949042320251,1.7991483211517334
41,0.9663093686103821,0.0010000000474974513,0.11884428560733795,0.5898617506027222,1.7516244649887085
42,0.974731981754303,0.0005000000237487257,0.09973053634166718,0.6313363909721375,1.7503018379211426
43,0.9831546545028687,0.0005000000237487257,0.06965287029743195,0.6359447240829468,1.6962850093841553
44,0.9908116459846497,0.0005000000237487257,0.05547413229942322,0.6359447240829468,1.762420415878296
45,0.990045964717865,0.0005000000237487257,0.043960604816675186,0.6543778777122498,1.7581292390823364
46,0.9915773272514343,0.0005000000237487257,0.04173997789621353,0.6589861512184143,1.6872260570526123
47,0.9969372153282166,0.0005000000237487257,0.027713662013411522,0.6682027578353882,1.6724201440811157
48,0.9946401119232178,0.0005000000237487257,0.029666196554899216,0.6635944843292236,1.7113844156265259
49,0.9954057931900024,0.0005000000237487257,0.02964157611131668,0.6543778777122498,1.7846152782440186
50,0.9915773272514343,0.0005000000237487257,0.02810351364314556,0.6728110313415527,1.8025002479553223
51,0.9992343187332153,0.0002500000118743628,0.021200604736804962,0.6635944843292236,1.8200209140777588
52,0.9961715340614319,0.0002500000118743628,0.020214300602674484,0.6728110313415527,1.8211205005645752
53,0.9954057931900024,0.0002500000118743628,0.024979175999760628,0.6774193644523621,1.813358187675476
54,0.9969372153282166,0.0001250000059371814,0.020754972472786903,0.6635944843292236,1.820206642150879
55,0.9977028965950012,0.0001250000059371814,0.01965387910604477,0.6635944843292236,1.819393277168274
